,Username,Time,Subject
2711,blueguydotcom,"August 19, 2004 9:26PM","Entry lux cars come from the BOTTOM of what that brand offers. The G35, 3 series, IS300 and C class are bottom of the barrel for their luxury brands. They get you into a lux brand and from there the brand expects you'll move up. The cruddiest things made by BMW, Infiniti and MB are the 325, IS300 and C.

You can't spice up your top end car and declare it's now entry level lux. Entry level lux indicates there's something more expensive and better higher up to aspire to. Hence the word ENTRY.

As long as the Imprezza and Forester are available from Subaru and there isn't something on par with a 5/E or 7/A8 then it's not a luxury brand. And therefore they can't be selling an entry level lux."
2712,buddhabman,"August 19, 2004 9:42PM","""Entry lux cars come from the BOTTOM of what that brand offers. The G35, 3 series, IS300 and C class are bottom of the barrel for their luxury brands. They get you into a lux brand and from there the brand expects you'll move up. The cruddiest things made by BMW, Infiniti and MB are the 325, IS300 and C.""

Ok fair enough. By this standard I agree the Legacy GT does not qualify.

So I am off to the new topic ""Mid-Sized, Mid-Priced Performance Sedans (20K-50K MSRP Fully Loaded)"" ;-)"
2713,blueguydotcom,"August 19, 2004 9:59PM","It seems like the most logical way to break it down. The 3 series really is the entry level car for the BMW line.

Nobody would call a 30k Subaru - no matter how cool and fast - the entry level vehicle for that brand."
2714,thematrixhasu,"August 19, 2004 11:46PM","i just have read through 142 pages of post and your rule about what cars are included is stupid, if every auto magazine in the world considers other cars entry lux than this thread should too for it to be a fair comparison also with that said the TL should be thrown out of this comparison because an RL is not in the class with a S or 7 series or an A8 therefore its entry is an TSX and its definitely sub par; my sister owns one and its not in the entry level. So other cars should be entered but, it wont happen after reading 142 pages i have seen that you are very stubborn about the cars enlisted; even if it is stupid."
2715,cdnpinhead,"August 20, 2004 12:04AM","Well. . .

I guess that settles it."
2716,jrock65,"August 20, 2004 4:10AM","Good thing Toyota, Nissan, and Honda rebadged some of their cars into Lexus, Infiniti, and Acura. Or else, we'll only be allowed to talk about mainly European cars in this thread."
2717,m4d_cow,"August 20, 2004 9:24AM","okay you know what, were not just talking about the ones listed on the topic, it can be any other brands that pretty much qualifies into the entry luxury category.

but then again i admit that the brand have some effects here, or else id say IS300 will never make it into this category, nor the G35, both due to their crappy interior thats never up to the luxury standards. id take Altezza (the REAL lexus IS) into the Subaru category"
2718,riez,"August 20, 2004 12:17PM","Can't figure out why so many worry so much about what this boar is about. The title is moderately self explanatory. This board is about SEDANS that are both:

1. Performance-oriented AND
2. Entry-level luxury

So top-of-their line luxury sedans like Acura RL don't qualify. Nor do non-performance sedans like Lexus ES330. And coupes like the G35 coupe or GTO are immediately disqualified.

So some of the best fits that immediately come to mind are sedans like the 325i, G35, and IS300. Then others, like the X-type or C-class, come to mind. Does that mean there will be some gray area, like with the Acura TSX and TL? Sure, but that is part of the fun of trying to compare cars."
2719,kdshapiro,"August 20, 2004 1:24PM",Entry level is from the perspective of buyer not the car manufacturer.
2720,billyperks,"August 20, 2004 1:50PM","It's the other way around-Manufacturer not the buyer.
Tell you what I am going to shop tomorrow for a Nissan Altima (2.5 S)then take it work and show it to my co-workers and say""look at my new entry level luxury car"".
They will probably whisper to themselves ""what the hell is he smoking"".
KD come on-I know you are very knowlegable when it comes to cars."
2721,kyfdx,"August 20, 2004 1:59PM","""Entry lux cars come from the BOTTOM of what that brand offers. The G35, 3 series, IS300 and C class are bottom of the barrel for their luxury brands. They get you into a lux brand and from there the brand expects you'll move up. The cruddiest things made by BMW, Infiniti and MB are the 325, IS300 and C.

You can't spice up your top end car and declare it's now entry level lux. Entry level lux indicates there's something more expensive and better higher up to aspire to. Hence the word ENTRY.""

This should be at the top of every page in this discussion.. It doesn't really matter how the Subies, Nissans, etc. compare with these cars, they just don't fit the definition....

regards,
kyfdx"
2722,designman,"August 20, 2004 2:51PM","Some people just can&#146;t handle that Subies are a threat in both price and performance to haughty marques like BMW.

STi challenges the M3 at 20 grand less, Forester XT comes up side the X3, and now the Legacy GT jousts with the 330.

Make all the rules you want&#151;it&#146;s pedantic. When it comes to comparisons you can&#146;t deny the truth. People have x amount to spend and there is x amount to choose from. Talk about the cars and get on with it.

I will say one thing though, it sure is funny listening to all this moaning."
2723,thematrixhasu,"August 20, 2004 2:53PM","I believe your post to be ignorant and invalid, I will name five cars that are considered entry lux and are not bottom of what a brand offers and these are still considered entry lux by C&D, Motortrend,Road&Track,Automobilemag,KBB and others but i guess i disregard them and listen to you! lol
Your list should include
Nissan Maxima 3.5 SL
Chrysler 300C
Toyota Avalon XLS
Lincoln LS
Lincoln Town car
and others but i said i would just name five.

But i forgot your definition of entry-lux and the rest of the automotive world is different. And stop contradicting yourself in your post you state:

""Entry lux cars come from the BOTTOM of what that brand offers. The G35, 3 series, IS300 and C class are bottom of the barrel for their luxury brands. They get you into a lux brand and from there the brand expects you'll move up. The cruddiest things made by BMW, Infiniti and MB are the 325, IS300 and C.

but throughout the 142 pages of post you compare TL when TSX is the bottom of the line actually RSX but i give you the benefit of a sedan a few volvos when a S40 is on the same page as a accord and others i understand you want to sound intelligent but to contradict yourself is not."
2724,kyfdx,"August 20, 2004 2:58PM","A Lincoln Towncar is ""entry-level"" luxury? How do you figure that? I won't classify your post as ignorant or invalid.. after all, it is just ""your opinion"" as is mine.. I'll just disagree with just about everything you said..

What I do agree with:

Lincoln LS.. yes
Acura TSX.. yes
Volvo S40.. yes

Everything else:
NOPE

Also, I'm not trying to ""sound intelligent"". Am I missing something? Can you hear me?

regards,
kyfdx"
2725,kdshapiro,"August 20, 2004 3:32PM","Do you really believe the M3-$20K=Sti. Give me a break. Honestly, drive both and then let us know. I saw a 2005 Legacy. I thing it was plain ugly, and wan't impress with the materials. Yes, Subaru has breath-taking performance, but so does and SRT4 at $20K. But I wouldn't mistake it for a BMW."
2726,blueguydotcom,"August 20, 2004 4:16PM","just have read through 142 pages of post and your rule about what cars are included is stupid, if every auto magazine in the world considers other cars entry lux than this thread should too for it to be a fair comparison also with that said the TL should be thrown out of this comparison because an RL is not in the class with a S or 7 series or an A8 therefore its entry is an TSX and its definitely sub par;

The RL does indeed compete directly with the 5/A6/E."
2727,blueguydotcom,"August 20, 2004 4:20PM","I believe your post to be ignorant and invalid, I will name five cars that are considered entry lux and are not bottom of what a brand offers and these are still considered entry lux by C&D, Motortrend,Road&Track,Automobilemag,KBB and others but i guess i disregard them and listen to you! lol
Your list should include
Nissan Maxima 3.5 SL
Chrysler 300C
Toyota Avalon XLS
Lincoln LS
Lincoln Town car
and others but i said i would just name five.

The LS and the Towncar are part of a luxury brand: Lincoln.

The Avalon is the Toyota Brand, 300C Chysler and Max is a Nissan brand. They are at the top of their respective brands, brands that are marketed and viewed by the buying public as pedestrian.

What about the word ""entry"" confuses you?


""Entry lux cars come from the BOTTOM of what that brand offers. The G35, 3 series, IS300 and C class are bottom of the barrel for their luxury brands. They get you into a lux brand and from there the brand expects you'll move up. The cruddiest things made by BMW, Infiniti and MB are the 325, IS300 and C.


I wrote that.

but throughout the 142 pages of post you compare TL when TSX is the bottom of the line actually RSX but i give you the benefit of a sedan a few volvos when a S40 is on the same page as a accord and others i understand you want to sound intelligent but to contradict yourself is not.

Ad hominem attack = not cool. Stop insulting others."
2728,thematrixhasu,"August 20, 2004 4:21PM",yes but the in the prior post it indicates where the top of the line should compete is the S-class 7 series and A8 and not 5- a6 - e class read the 142 pages then get back to me.
2729,kyfdx,"August 20, 2004 4:22PM",142 pages... don't do it..
2730,dhanley,"August 20, 2004 4:28PM","""Can't handle""

Very strange language. I hope i never have so much free time that i will need to become emotionally involved with vehicle brands.

dave"
2731,thematrixhasu,"August 20, 2004 4:31PM",how does a chrysler 300C or an Maxima 3.5 SL or an Avalon XLS fall short of a TSX or an S40 in luxury amenities or performance or class or price. your ideal isms is rediculas but who is C&D or motortrend or any other automotive enthusiast to argue with the great opinion of KYFDX. Dont take it personal its not meant to be i just dont understand after reading all these post on your ideals its contradictory and non-coherent But it is your opinion and you are entitled no matter how absurd or contradictory it may be.
2732,ryanl1,"August 20, 2004 4:33PM","kd you're right entry level luxury/performance is from the perspective of the buyer not the manufacturer and everone's physical impression of a car is so variable.Everyone who's seen the GT love it.A lot of people consider BMW x3/x5 plain ugly.Bungled 6's with old fogie eyebrows.

I say let people talk/compare cars that fit post #1 otherwise sticking one's head in the sand will not help anyone except the ALL KNOWLEDGABLE/ALL CONTROLLING BOARD"
2733,kyfdx,"August 20, 2004 4:36PM","Go back and read my post... I didn't say they couldn't compete... I just said they don't qualify as entry-level luxury models.... I've never stated that you can't compare the cars, just that they don't fit the definition of:
 Entry-Level Luxury Performance Sedans.

regards,
kyfdx

P.S.: SEDAN... that leaves out the RSX also."
2734,buddhabman,"August 20, 2004 4:43PM","Okay KD. M3 minus 20K is less the car that the Sti is. Period. Look, Subaru is quite capable of adding all the luxury that BMW has. They can add 5-10K worth of wool, leather, aluminum, alcantra, Momo, Sparco, Nakamichi NAV, Mcintosh stereos whatever. Very few would buy it at the start, so it's not worth the investment. Subaru is building the brand towards more luxury.

Yes, I have driven both and yes the M3 is super nice, and way better looking IMHO. But if you really had to make a run for your life in a car I would put my butt in a STi. ;-)

Will Subaru ever have a full size luxury car, I doubt it. They will have a larger model than the Legacy, and it will probably have alot of luxury. The crucial car for Subaru now is the new 7-Pass Halifax or Tribeca. That car has to come correct with alot of premium/luxury features and performance. Will they put all the bells and whistles in, I don't know? Can they hell yes. There is a 450HP Subaru motor waiting for a car."
2735,thematrixhasu,"August 20, 2004 5:10PM","I like this thread it has the spice that alot of other threads have lacked and P.s. kyfdx i said i gave you the leeway in the rsx read my post over again and look at the part that said,"" TSX is the bottom of the line actually RSX but i give you the benefit of a sedan"" oh yeah ""DUH"" anyway I ask a question about the opinions of KYFdx and blueguy what are the definitions of a entry lux sedan and what are your definitions of one there is only one write answer one is opinion and one is set by society's standard which makes it factual, lets get to the real nitty-gritty and leave out ummmmmmmmmmmmmmm yea the opinion. and then lets compare. or like someone said lets stick our head in the sand and act like our opinions out weight society's standards, maybe in a dream world or when one of you becomes king of america, oh yeah we live in a democracy sorry."
2736,designman,"August 20, 2004 5:30PM","&#147;I like this thread it has the spice that a lot of other threads have lacked…&#148;

Yeah well enjoy it while it lasts because I have to believe the regular forum host is on vacation. When she gets back you&#146;re all gonna be crackin&#146; rocks on a chain gain. I lobbied for Subie inclusion and got sent to the Gulag. This has been like a major revolt and breakout.

Ye-e-h-a-a-a-a-a-a-a!!! Let &#145;errrrrrrrrrip!!!!!!!!!!!!!

Be nice now… NICE!!!

;-)"
2737,blueguydotcom,"August 20, 2004 5:51PM","yes but the in the prior post it indicates where the top of the line should compete is the S-class 7 series and A8 and not 5- a6 - e class read the 142 pages then get back to me.

I mentioned the 5 and e. I wrote 5/E or 7/A. Try again with your nitpicking."
2738,blueguydotcom,"August 20, 2004 5:54PM","Entry level luxury.

The entry point to a luxury line. Subuaru is not a luxury line.

BTW, we live in a republic, not a democracy."
2739,kdshapiro,"August 20, 2004 6:19PM","The M3 has been named the best GT ever. They are different cars. One is a pocket rocket, the other is interstellar spaceship with luxury. You can't say a pocket rocket is better than an interstellar spaceship with luxury. Different purposes.

But if you believe the Sti is a better car than the M3, I respect your opinion."
2740,thematrixhasu,"August 20, 2004 6:29PM",the sti is in no way better than an M3 and blueguy not nitpicking just stating the facts jack. alot of bang for your buck but thats it it falls short everywhere else but performance
2741,ryanl1,"August 20, 2004 6:38PM","Yes fellow comrade I will try to get you re-instated into the politburo

blueguy: I understand where you're coming from.If Timex comes out with a 100k watch is it a luxury brand?Probably not. Is it a luxurious watch? Of course. Does it matter to the purchaser? Depends on the purchaser or the ultimate user.Would a Rolex afficionado look at a Timex? No.

I'll admit even if Hyundai comes out with a car that meets all the above criteria I would still never buy one even if they are more reliable/luxurious.Everyone has they're biases towards certain brands correctly or incorrectly.

This is why the ""luxury"" brands have to tread carefully if they decide to move downmarket e.g. BMW 1 series,separating Ford from Volvo/Jaguar.
In Canada we have the Acura EL which is a gussied up Civic.So if we rebadge a car and all the cars in the lineup meet a minimum luxury level then we have a ""luxury brand"".

Good or bad that's what we have."
2742,blueguydotcom,"August 20, 2004 6:57PM","I totally agree with you.

I wouldn't say the Scoobie GT is less of a car than a BMW. I intend to drive one when my lease is nearing its end. I want some measure of luxury matched with performance. The badge is not too important to me when buying the car (no american brands or mitsubishi). Neither is the market segment.

Fun, luxury and performance. Reliability would be nice too...especially if I buy the next one.

Heck the prospect of a Mazdaspeed3 hatch with 270 hp, awd and the space of that car has me drooling."
2743,thematrixhasu,"August 20, 2004 7:05PM","you can compare much more over at Comparison of Sedans Priced 25,000 to 45,000 thread"
2744,dhanley,"August 20, 2004 8:54PM","There's no reazson to take the exclusion of a brand as an affront. It doesn't mean that the car might not be as good, it just means it isn't the entry level of a luxury brand, and/or wasn't named by the moderator.

I've at least learned something in this topic, i never even thought of volvos before but there was some interesting data on the s60R posted, i had no idea it got to 60 in 5.5, an had such good performance numbers. I will also look at the CTS which i otherwise might not have really considered. Also the GT. My cousin is lobbying for me to get a GTO and i see no reason to not take a test drive. But, not every car i like has to be in every topic i'm interested in."
2745,buddhabman,"August 20, 2004 10:06PM","KD ""The M3 has been named the best GT ever."" What magazine came up with that tag?

I love the M3, don't get me wrong. But when you say the M3-20K is NE to STi, you are intimating that it would still be better than the STi. That is an opinion I beleive to be false, and hard to justify.

The STi can up the level of interior materials, to the current Legacy standard, plus other extras like NAV and still be under the optioned out price of a 330i. It boggles my mind what Subaru could do with an extra 20K on a STi. Not to mention what an STi Legacy will be like.

My position is that if you add 20K to the STi despite it's detriment in dimensions, the M3 wouldn't be competitive as a small Luxury compact GT. And I mean it' wouldn't be competitive in luxury and God knows it' wouldn't in performance.

Now do I beleive the current STi is better. I beleive it is better fun for the purpose of all out driving. However, if I were single, would I rather hit the town in a STi or a M3 Convertible. Tops down on the M3 baby. ;-)
  
But if you believe the M3 is a better car than the STi, I respect your opinion."
2746,pat,"August 20, 2004 10:11PM","Several pages dedicated to arguing about what it is we're talking about. That's really an argument that the discussion lost its focus and isn't going anywhere productive, ya know?

As many of you know, in order to stop the continuing debate about the debates, I created a list of what is topical here - all of you had input, but I made the decision.

The list (pat Mar 19, 2004 6:34pm):

Acura TSX and TL
Audi A4
BMW 3-Series
Cadillac CTS
Infiniti G35 and maybe I35
Jaguar X-Type
Lexus IS 300 and maybe ES 330
Mercedes-Benz C-Class
Saab 9-3 and 9-5
Volvo S60/S60R and maybe S40

I see a couple of you have started other discussions to cover some of the bases not covered in that list. That's great ... maybe they will help us be able to talk about the cars themselves more often than we talk about which cars we are talking about."
2747,designman,"August 21, 2004 1:44PM","""Do you really believe the M3-$20K=Sti. Give me a break. Honestly, drive both and then let us know. ""

Kd… I haven't driven the STi but have driven the WRX, M3 and 330i. Let me tell you something, there are some people who are turned on by performance and don't need or want what is typically known as ""luxury"". It doesn't seem like this is your profile so I don't expect you to understand this.

When a performance driver gets going, the only things that matter are go, stop, turn… the thrill of the roller coaster. Stereos, fit n' finish, leather… all this stuff doesn't mean squat. To this kind of driver these Subies deliver some serious bang for the buck&#151;performance for a HELLUVA lot less. To get the performance of both WRX and STi in a BMW you HAVE to go to the 330 perf pack/M3 respectively and dish out the cash.

On the ""luxury"" aspect I've said this elsewhere. Some people classify luxury by way of butt-pampering characteristics. The thrill seeking driver sees naked performance as a luxury in itself. This is why people are willing to pay ransom's for Porsches that historically have had interiors on the level of military Jeeps. Does this disqualify Porsches as luxury cars? Not in my book. Do ""econobox"" characteristics detract from performance? It merely puts it into the dubious ""entry-level"" category. Keep denying this.

Now kd, I have to ask you, have YOU driven the cars in question? Doesn't matter though… I think I know what you expect from a ""luxury"" performance car, and I don't expect anyone who is thoroughly happy with a 330i to understand my points."
2748,kdshapiro,"August 21, 2004 1:56PM","I understand your point, but this topic is titled Entry Level Performance Sedans, not Value Oriented Performance Cars. I agree to some people it's how fast to 60, how does it turn, what is the traction, and they don't care about any modicum of leather or wood. Others want the leather and trim.

I could have easily got the EVO or STi as could all of us. But that is not in our target frame of reference, or else we'd all be on the Subie board, telling everyone our lastest conquer with our Sti.

There is no one better car. Car manufacturers design goals include a number compromises, your purchasing goals want to minimize the compromises or trade-offs and maximize the priorities. Aspects might include finances, looks, luxury, reliability, dealer service, gas mileage etc.
So you can't really say car a is better then car b in an absolute sense.

This is not about BMW vs the world. It's about saying an M3 and Sti have as much in common as a Lexus ES and Dodge SRT4."
2749,pat,"August 21, 2004 5:09PM",Anybody want to talk about the vehicles in the topic list?
2750,alibajalajaula,"August 21, 2004 6:12PM",Rack'im.
2751,m4d_cow,"August 22, 2004 8:30AM","""this topic is titled Entry Level Performance Sedans, not Value Oriented Performance Cars""

kd, that really is the best way to describe it. were talking about luxury AND performance, not luxury OR performance. there are differences between them, subbies are about performance, but not luxury. honestly things got weird ever since subbie legacy got into this category, in a place it shouldnt be."
2752,jrock65,"August 22, 2004 8:09PM","Why is there even a debate about this?

Whether you agree with it or not, the forum moderator has clearly stated an exclusive list of cars to discuss in this thread."
2753,pat,"August 23, 2004 2:55PM","thematrixhasu, please send me an email, thanks."
2754,mariner7,"August 24, 2004 4:11PM","cnn projects Z convertible to have best resale value:

http://money.cnn.com/2004/08/23/pf/autos/kbb_resale_value/index.h- tm

I'm rather surprised. That class has some amazing German machines, with everyone, including Porsche, represented."
2755,dhanley,"August 24, 2004 5:42PM","And is the Z convertable a sport sedan?

What sport sedan in this group had the highest (projected) resale?"
2756,kdshapiro,"August 24, 2004 6:01PM",I'm making commodities future contracts due in 2010 based on those predictions. I think someone had a diving rod out.
2757,kyfdx,"August 24, 2004 7:11PM",diving rod?? or divining rod??
2758,kdshapiro,"August 24, 2004 8:23PM",PHHHHFT!
2759,jrock65,"August 25, 2004 7:11AM","2005 G35 ""rumor"":

Softer leather.
Auto Sedan and Coupe both with 280 HP.
6MT Sedan and Coupe both with 298 HP.

Not that the G's problem is power..."
2760,m4d_cow,"August 25, 2004 8:08AM","well i bet most people have been waiting forever for the softer leather, since imo the current leather is darn stiff/hard, and the harsh ride just makes it worse."
2761,dhanley,"August 25, 2004 3:54PM","Any of you guys spent time behind the wheel of an s60R?

I sat in one at the autoshow and thought ""nice interior, too bad it's a boat."" I didn't think it was a 0-60 in 5.4 and 65mpg slalom car.

dave"
2762,minnehaha,"September 10, 2004 4:59AM","S60R is a boat. It may go fast but it doesn't like it. The turbo lag is impressive. The brakes felt mushy. It is very quiet (good) but it makes it hard to shift (bad). I actually got quite sea sick driving it! The radio designer should be shot. Still it is pretty, you wife with like it, it is safe and resell is good. You just will hate it until you resell it. Save 10 grand and look at the Subaru Legacy GT if you want performance or the Acura TL if you want comfort. Both are good balanced players in power verses comfort."
2763,volvodan1,"September 10, 2004 6:34PM","A boat? I haven't heard that one yet. It is fast, handles well, and is more comfortable than the Legacy or TL. Both are very good but to call the S60R a boat is crazy."
2764,ephemere,"September 11, 2004 6:36AM","minnehaha: The Legacy GT is a fine car, especially going in a straight line on the highway, where it reaches extra-legal speeds in no time and feels good doing it. Significant body roll and understeer greatly reduces the fun factor for me, but it is a car I might recommend as a comfortable family hauler.

The Volvo S60R/V70R, however, is in a different class altogether. Faster, way more stable, feels lighter, much more agile, very fun to drive. In addition, the exterior and interior aesthetic design, as well as the quality of the interior materials (particularly the leather), are in another league."
2765,johncdnrockies,"September 11, 2004 11:05PM","Enjoy the banter and wouldn't want to take you folks off the track of approved vehicles, but the S60R is a very nice package indeed. I bought an '04 XC70 in July (a dog by comparison), but drove the R series many times for comparison. It flies and has a nicer interior (vs the Legacy) to boot. If it hadn't been for the narrow seats (my problem with a cracked spine) I would have plumped for it.

For the record we also owned a 325 and currently have a C320. Both are different from the S60R but I sure wouldn't describe the latter as a boat.

John"
2766,m4d_cow,"September 12, 2004 9:20AM","not a boat i say, though the extremely complicated audio controls really turn me off kinda like volvo version of i-drive
its a decent handler though no match to beemers or audi"
2767,buddhabman,"September 13, 2004 10:12PM","If you are gonna call these boats then they are nice speed boats. :-). The interiors are great, for these 2 models they are equal to the A4 / A6 Audis and better than the corresponding BMW and MB sedans.

I like these cars and the XC90 although I will probably never buy a Volvo due to the crappy treatment I got from a dealer in Santa Monica a few years back. I might eat my words when the XC90 with V8 comes out.

I do question the lighter feel and nimbler handling perception versus the Legacy. The Legacy is lighter by 300 lbs. They are way stable though and track turns well but nimble is not in Volvo DNA. The steering feel in a Legacy is more precise IMHO. Good brakes are standard for Volvo though. Comparing to the Benz or BMW in the price range for snow duty I would get the Volvo.

Comparing it to the Legacy GT, if you got the extra dough the Volvo is awesome."
2768,r34,"September 15, 2004 1:24PM","I think Volvo did something good to have S60R and the new S40 (esp T5).

For the other Swedan car maker, Saab, they need to work harder. Many people think that their technology is outdated and the 9-3 interior not not good.

Well, I looked at the 2006 A4 report in Edmunds yesterday. It mentioned that Audi added twin balance shafts that spin at twice the engine speed to A4 to minimize vibration.

""Balance shafts"" ? Sounds familiar. I checked both my 2001 9-3 & 9-5 owner's manuals and found that both cars were equipped with 2 balance shafts at that time. I am not sure when Saab put those in their cars.

I remembered I asked an Audi Salesperson whether the auto tranny of an A4 can learn the driver's driving style (adaptive transmission ??) and he told me no.

I think Saab has some nice and unique features that they didn't mention to people. Not that many people know Saab came up the idea of headlight wipers, heated seats, etc. The Marketing dept should be responsible for that.

Now 9-3 is more mainsteam. Maybe most people like it better than the old one. I missed the hatch. It needs something more than 210hp. Saab should create something like the Viggen with AWD for the 9-3 (I heard there will be a 9-3 sport hatch but AWD may not be an option)."
2769,dhanley,"September 16, 2004 5:06AM","Hmm--that was how i felt about the '900 i used to have. That car had lots of great features with a few glaring oversights/shortcomings. I also had the BMW then, which had fewer ""gee, neat"" features and less utility ( hatch, interior room ) but no real shortcomings i cared about. For example, the BMW engine didn't have that hammer-you-into the seat torque blast, with that cool motorcycle sound, but it didn't have the turbo lag either. The saab was sort of a headache and i chose to keep the BMW but i miss that car in general.

I recently seriously considered getting either a 9-3 or a 9-5. I really like them both but each had something that made me say ""wait"" although i was contemplating pulling the trigger in each case, once with a 9-5 aero ( used, 3000 miles ) and the other time with a new ARC. Both manual transmission. The 9-5's bane was handling/turbo lag and the 9-3's was the el cheapo GM interior. Both could be fixed, of course. I think simply sticking the ecotec in the 9-5 would improve it a lot; it's a lighter smaller engine ( for better weight distribution) with less turbo lag. The ecotec is also smoother. Another thing that irked me is the nature of the turbo with stick. You have to shift really fast or boost is largely lost between shifts. It's find if you're driving ""all out"" but not so great for maneuvers in traffic. Sort of the opposite of the GTO my cousin wants me to get. Even with my BMW i can start moving without using the gas, just easing in the clutch, while i felt quite choppy in both the saabs when starting off.

The lack of the hatch also miffed me.

Still, I'd rather have a car i really like with a few bugs than a car that is mostly ""reliable."" Kind of like dating the awesome girl with a few issues vs miss boring. And there's something about the saab that i at least want to like.

The new s40 really intrigues me. It seems to have impressive environmental credentials, which i know a lot of you probably don't care about that much so i'll shut up about that.

dave"
2770,m4d_cow,"September 16, 2004 8:37AM","saab 9-3 isnt bad actually, ive driven one and id say its equal to volvos in handling, im not a fan of hatchbacks so i surely wont miss it the only problem is im kinda concerned about the reliability...
the new S40 is a great handler, better than any other volvos, seems like its time for them to start competing w/ the germans.
but the problem is its unusually shaped, its skinny/narrow and tall and the leather seats are overly firm for my taste."
2771,pg48477,"September 17, 2004 1:13AM","I always thought that by seating in the car in the showroom you can only say how comfortable the interior is. You on the other hand managed to get how the car performs, that is impressive.

As for me, I think that S60R has the most comfortable seats of any vehicles I had a chance to drive. I'm not to crazy about the looks in and out, but this car has so much to offer that I will consider buying it anyway. It performs just as good and in many cases better than cars discussed on this board (handling on the same page as 330 with performance package) and at the same time if you switch suspension to comfort it's as soft as a lexus. Not only it handles grate it also give you grate acceleration 0-60 in 5.5 and almost no turbo lag."
2772,dhanley,"September 17, 2004 2:14AM","""I always thought that by seating in the car in the showroom you can only say how comfortable the interior is. You on the other hand managed to get how the car performs, that is impressive.""

Where did i do that?"
2773,pg48477,"September 17, 2004 3:24AM","""I sat in one at the autoshow and thought ""nice interior, too bad it's a boat."" I didn't think it was a 0-60 in 5.4 and 65mpg slalom car. ""

Did not you call it a boat? It's not a full size vehicle and you did like the interior, so I guess boat would refer to the way the car feel on the road."
2774,dhanley,"September 17, 2004 4:55AM","I thought i made it clear that i guessed that, but learned otherwise from sources i'd quoted.

You know, like how i might assume a ferrari is fast, although i've never driven one? Volvo has a rep and a lot of reviews.

I didn't say anything that implied in any way that i could tell how it drives by sitting it it. It might be a language issue, if you're not a native speaker.

Anyhow, no reason to get upset, i wasn't insulting the car.

dave"
2775,pg48477,"September 17, 2004 8:16PM","Why don't you go back to post and see what was quoted, I'll give you a hint ""nice interior, too bad it's a boat.""

Anyway, I don't own the car and sertanly don't get insulted that easily, it just looked funny the way you wrought it. Don't you get upset either, it's just a car forum not a wrighting class."
2776,bmbmw,"September 18, 2004 3:35PM","Hi All;

I am getting close to making a decision on the above cars. I had the 325i for a test drive of 2 days and must say it is very nice. I found its over all ride and handling superb. I will test drive the 240 (Elegance, here in Winnipeg, Canada) next. I would like your thoughts and feed back on a few things...

What are you impressions of the upgrades to the '05 240? I think they are great and long over due, esp in the case of the CD player. To me they really enhance the quality/appearance of the interior.

What options have you purchased and would purchase again, and which would you not get again? I intend to keep my options (esp electronic) to a minimum as I find the models well equipped and the less electronics (IMO) the better.

I have found the stereo on my 14 year old toyota very good. I am not an audiophile, so would I notice or appreciate an upgraded sound system on either of these cars? I don't expect the standard system to be excellent, but is is at least ""Good""?

I have to say I find the exterior of the BMW very appealing over that of the MB, but the interior of the MB has the BMW beat. I love the comfortable sumptuousness of the MB interior.

My travel needs are modest. I will only put low city miles on it, will get the extended warranty, will ""baby"" it, and hope to keep it for 8 - 10 years.

While I think and feel both cars are excellent ( I find both engines more that adequate for my driving needs) I am inclined towards the 240. However my biggest reservation comes from concerns over MB quality. I understand it is not what it has been. I also understand that they are intentional about addressing this issue. I also read the the C class was early on plagued with ""bugs"". This was esp true in the 2001 and possible 2002 model years. Can I assume that most of these C class ""bugs"" have been addressed? What has been the experience of those who own 2002/03/04 vehicles? I dont expect a MB to be a good as a Japanese car, but I do expect it to be reasonably good and to hold its value over the long term.

I appreciate your thoughts...thanks.

B"
2777,m4d_cow,"September 19, 2004 8:13AM","if youre gonna take good care of it, both cars should last quite long with only minor problems.
reliability, like you said, will never beat japanese brands, but quite good overall, with MB being a bit more reliable in my case. 2005 MBs have new interior and seats, since a lot of people complained about the seats hurting their back on long trips.
Sound systems in both cars are quite good if youre not an audiophile, it has decent sound quality.
options id choose will always include xenon headlights (a must), wood trim (now std in bmws), and leather. i usually opt for premium package, but since you choose to skip the electronics, you might not need it afterall
hope it helps"
2778,eman6628,"September 20, 2004 4:45PM","If I were still living in Winnipeg and consider getting a RWD car, I would first consider the ground clearance, the more the better (I think the 240 has more clearance than the 325), then the next factor is winter tires options for the cars considered. All season tires are not very safe for winter driving in a city like Winnipeg and especially if you are going to baby it. I would consider looking at the 4matic and the xi too. Just my 2 cents."
